,sent_index,tag,para_index,position_tag,speaker_tag,type_tag,tokenized_sent,chapter_tag,label,split_tag,tokenized_sent_clean
1098,1811,"(1811, '1', 'mother', 'c_188', 'Chapter 54', '""Well girls,"" [N] ""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases\'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? \'Ah! Mrs Bennet, we shall have her at Netherfield       at last.\' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""')",1811,1,mother,c_188,"""Well girls,"" [N] ""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""",Chapter 54,not,train,"Well girls, [N] What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously."
1099,1813,"(1813, '1', 'jane', 'c_189', 'Chapter 54', '""It has been a very agreeable day,"" [N] ""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""')",1813,1,jane,c_189,"""It has been a very agreeable day,"" [N] ""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""",Chapter 54,not,train,"It has been a very agreeable day, [N] The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again."
1100,1815,"(1815, '1', '', 'c_189', 'Chapter 54', '""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""')",1815,1,,c_189,"""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""",Chapter 54,part,train,"Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man."
1101,1816,"(1816, '2', 'elizabeth', 'c_189', 'Chapter 54', '""You are very cruel,"" [N] ""you will not let me smile, and are       provoking me to it every moment.""')",1816,2,elizabeth,c_189,"""You are very cruel,"" [N] ""you will not let me smile, and are       provoking me to it every moment.""",Chapter 54,response,train,"You are very cruel, [N] you will not let me smile, and are       provoking me to it every moment."
1102,1817,"(1817, '1', '', 'c_189', 'Chapter 54', '""How hard it is in some cases to be believed!""')",1817,1,,c_189,"""How hard it is in some cases to be believed!""",Chapter 54,response,train,How hard it is in some cases to be believed!
1103,1818,"(1818, '2', '', 'c_189', 'Chapter 54', '""And how impossible in others!""')",1818,2,,c_189,"""And how impossible in others!""",Chapter 54,response,train,And how impossible in others!
1104,1819,"(1819, '1', '', 'c_189', 'Chapter 54', '""But why should you wish to persuade me that I feel more than I       acknowledge?""')",1819,1,,c_189,"""But why should you wish to persuade me that I feel more than I       acknowledge?""",Chapter 54,response,train,But why should you wish to persuade me that I feel more than I       acknowledge?
1105,1820,"(1820, '2', '', 'c_189', 'Chapter 54', '""That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante.""')",1820,2,,c_189,"""That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante.""",Chapter 54,response,train,"That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante."
1106,1823,"(1823, '1', 'charles bingley', 'c_190', 'Chapter 55', '""Next time you call,"" [N] ""I hope we shall be more lucky.""')",1823,1,charles bingley,c_190,"""Next time you call,"" [N] ""I hope we shall be more lucky.""",Chapter 55,not,train,"Next time you call, [N] I hope we shall be more lucky."
1107,1825,"(1825, '2', 'elizabeth', 'c_190', 'Chapter 55', '""Can you come to-morrow?""')",1825,2,elizabeth,c_190,"""Can you come to-morrow?""",Chapter 55,response,train,Can you come to-morrow?
1108,1828,"(1828, '1', 'mother', 'c_191', 'Chapter 55', '""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy\'s       hair.""')",1828,1,mother,c_191,"""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair.""",Chapter 55,not,train,"My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair."
1109,1829,"(1829, '2', 'jane', 'c_191', 'Chapter 55', '""We will be down as soon as we can,"" [N] ""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""')",1829,2,jane,c_191,"""We will be down as soon as we can,"" [N] ""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""",Chapter 55,response,train,"We will be down as soon as we can, [N] but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago."
1110,1830,"(1830, '3', 'sarah', 'c_191', 'Chapter 55', '""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""')",1830,3,sarah,c_191,"""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""",Chapter 55,response,train,"Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?"
1111,1832,"(1832, '1', 'elizabeth', 'c_192', 'Chapter 55', '[N] ""What is the matter mamma? What do you keep winking at me       for? What am I to do?""')",1832,1,elizabeth,c_192,"[N] ""What is the matter mamma? What do you keep winking at me       for? What am I to do?""",Chapter 55,not,train,[N] What is the matter mamma? What do you keep winking at me       for? What am I to do?
