,utter_1,utter_2,label,chapter_tag,split_tag
124,"""I wish Jane success with all my heart; and if she       were married to him to-morrow, I should think she had as good a chance of       happiness as if she were to be studying his character for a twelvemonth.       Happiness in marriage is entirely a matter of chance. If the dispositions       of the parties are ever so well known to each other or ever so similar       beforehand, it does not advance their felicity in the least. They always       continue to grow sufficiently unlike afterwards to have their share of       vexation; and it is better to know as little as possible of the defects of       the person with whom you are to pass your life.""","""You make me laugh, Charlotte; but it is not sound. You know it is not       sound, and that you would never act in this way yourself.""",I-OTHER,Chapter 6,train
125,"""What does Mr Darcy mean,""","""by listening to my       conversation with Colonel Forster?""",B-START,Chapter 6,train
126,"""by listening to my       conversation with Colonel Forster?""","""That is a question which Mr Darcy only can answer.""",I-START,Chapter 6,train
127,"""That is a question which Mr Darcy only can answer.""","""But if he does it any more I shall certainly let him know that I see what       he is about. He has a very satirical eye, and if I do not begin by being       impertinent myself, I shall soon grow afraid of him.""",B-OTHER,Chapter 6,train
128,"""Did you not think, Mr Darcy, that I expressed myself uncommonly well       just now, when I was teasing Colonel Forster to give us a ball at       Meryton?""","""With great energy; but it is always a subject which makes a lady       energetic.""",B-START,Chapter 6,train
129,"""With great energy; but it is always a subject which makes a lady       energetic.""","""You are severe on us.""",B-OTHER,Chapter 6,train
130,"""You are severe on us.""","""It will be her turn soon to be teased,""",B-OTHER,Chapter 6,train
131,"""It will be her turn soon to be teased,""","""I am       going to open the instrument, Eliza, and you know what follows.""",B-OTHER,Chapter 6,train
132,"""I am       going to open the instrument, Eliza, and you know what follows.""","""You are a very strange creature by way of a friend!—always wanting       me to play and sing before anybody and everybody! If my vanity had taken a       musical turn, you would have been invaluable; but as it is, I would really       rather not sit down before those who must be in the habit of hearing the       very best performers.""",I-OTHER,Chapter 6,train
133,"""You are a very strange creature by way of a friend!—always wanting       me to play and sing before anybody and everybody! If my vanity had taken a       musical turn, you would have been invaluable; but as it is, I would really       rather not sit down before those who must be in the habit of hearing the       very best performers.""","""Very well, if it must be so, it must.""",B-OTHER,Chapter 6,train
134,"""Very well, if it must be so, it must.""","""There is a fine old saying, which everybody here is of course familiar       with: 'Keep your breath to cool your porridge'; and I shall keep mine to       swell my song.""",I-OTHER,Chapter 6,train
135,"""What a charming amusement for young people this is, Mr Darcy! There is       nothing like dancing after all. I consider it as one of the first       refinements of polished society.""","""Certainly, sir; and it has the advantage also of being in vogue amongst       the less polished societies of the world. Every savage can dance.""",B-START,Chapter 6,train
136,"""Certainly, sir; and it has the advantage also of being in vogue amongst       the less polished societies of the world. Every savage can dance.""","""Your friend performsdelightfully,""",B-OTHER,Chapter 6,train
137,"""Your friend performsdelightfully,""","""and I doubt not that you       are an adept in the science yourself, Mr Darcy.""",B-OTHER,Chapter 6,train
138,"""and I doubt not that you       are an adept in the science yourself, Mr Darcy.""","""You saw me dance at Meryton, I believe, sir.""",I-OTHER,Chapter 6,train
139,"""You saw me dance at Meryton, I believe, sir.""","""Yes, indeed, and received no inconsiderable pleasure from the sight. Do       you often dance at St. James's?""",B-OTHER,Chapter 6,train
140,"""Yes, indeed, and received no inconsiderable pleasure from the sight. Do       you often dance at St. James's?""","""Never, sir.""",B-OTHER,Chapter 6,train
141,"""Never, sir.""","""Do you not think it would be a proper compliment to the place?""",B-OTHER,Chapter 6,train
142,"""Do you not think it would be a proper compliment to the place?""","""It is a compliment which I never pay to any place if I can avoid it.""",B-OTHER,Chapter 6,train
143,"""It is a compliment which I never pay to any place if I can avoid it.""","""You have a house in town, I conclude?""",B-OTHER,Chapter 6,train
144,"""You have a house in town, I conclude?""","""I had once had some thought of fixing in town myself—for I am fond       of superior society; but I did not feel quite certain that the air of       London would agree with Lady Lucas.""",B-OTHER,Chapter 6,train
145,"""My dear MissEliza, why are you not dancing? Mr Darcy, you must allow me       to present this young lady to you as a very desirable partner. You cannot       refuse to dance, I am sure when so much beauty is before you.""","""Indeed, sir, I have not the least intention of dancing. I entreat you not       to suppose that I moved this way in order to beg for a partner.""",B-START,Chapter 6,train
